MONATE_SEIT_EINFUEHRUNG_PROGRAMM_KOHORTE,MONAT,monat_jahr,monat_monat,monat_jahreszeit,KOHORTE,kohorte_jahr,kohorte_monat,kohorte_jahreszeit,ERSTER_MONAT_KOHORTE_FG,MONATE_SEIT_EXISTENZ_KOHORTE,KOHORTENGROESSE_INDEXIERT,KOHORTENGROESSE_KUMULIERT_INDEXIERT,IDENTIFIZIERTE_KUNDEN_INDEXIERT,RETENTIONRATE,UMSATZ_INDEXIERT,MONATLICHER_UMSATZ_INDEXIERT,UMSATZANTEIL_KOHORTE,ANZ_BONS_INDEXIERT,ABVERKAUF_INDEXIERT,RABATT_INDEXIERT,FREQUENZ_INDEXIERT,DURCHSCHNITTSBON_INDEXIERT,STUECKBON_INDEXIERT,UMSATZ_JE_KUNDE_INDEXIERT,ABVERKAUF_JE_KUNDE_INDEXIERT,RABATT_JE_KUNDE_INDEXIERT
5,201605,2016,5,Frühling,201503,2015,3,Frühling,0,14,23.8,133.3,11.02,46.3278,18.6,183.72,0.0017155095,19.0,15.53,25.79,172.3,97.91,81.76,168.71,140.87,233.92
5,201606,2016,6,Sommer,201503,2015,3,Frühling,0,15,23.8,133.3,11.23,47.2036,18.57,182.3,0.0017261641,19.14,15.92,31.25,170.36,97.04,83.18,165.32,141.71,278.17
5,201607,2016,7,Sommer,201503,2015,3,Frühling,0,16,23.8,133.3,11.4,47.9242,19.08,191.25,0.0016905677,19.18,17.02,28.88,168.2,99.47,88.75,167.31,149.28,253.21
5,201608,2016,8,Sommer,201503,2015,3,Frühling,0,17,23.8,133.3,10.97,46.1061,17.07,174.95,0.001653444,17.83,15.24,27.93,162.51,95.74,85.46,155.58,138.88,254.59
5,201609,2016,9,Herbst,201503,2015,3,Frühling,0,18,23.8,133.3,10.95,46.0174,16.75,168.55,0.001684444,18.48,15.1,35.62,168.8,90.64,81.69,153.0,137.89,325.26
5,201610,2016,10,Herbst,201503,2015,3,Frühling,0,19,23.8,133.3,11.8,49.5926,18.94,197.33,0.0016263558,20.25,16.91,45.31,171.56,93.54,83.51,160.48,143.26,383.94
5,201611,2016,11,Herbst,201503,2015,3,Frühling,0,20,23.8,133.3,12.02,50.5238,18.98,193.64,0.001660711,19.84,16.33,76.17,164.98,95.67,82.31,157.84,135.8,633.5
5,201612,2016,12,Winter,201503,2015,3,Frühling,0,21,23.8,133.3,12.52,52.6024,22.12,237.22,0.0015803555,20.23,17.87,64.49,161.61,109.36,88.34,176.74,142.76,515.22
5,201701,2017,1,Winter,201503,2015,3,Frühling,0,22,23.8,133.3,11.75,49.3709,18.74,202.51,0.0015680243,17.98,15.58,35.19,153.01,104.24,86.69,159.5,132.64,299.53
5,201702,2017,2,Winter,201503,2015,3,Frühling,0,23,23.8,133.3,12.11,50.8786,19.39,194.83,0.0016861201,19.21,16.55,57.8,158.66,100.92,86.16,160.12,136.7,477.37
5,201703,2017,3,Frühling,201503,2015,3,Frühling,0,24,23.8,133.3,12.68,53.2676,22.78,245.71,0.0015712533,22.63,19.03,65.84,178.5,100.69,84.1,179.74,150.12,519.38
5,201704,2017,4,Frühling,201503,2015,3,Frühling,0,25,23.8,133.3,12.09,50.801,19.73,210.78,0.0015862711,19.95,16.82,48.69,165.0,98.92,84.3,163.22,139.1,402.76
5,201705,2017,5,Frühling,201503,2015,3,Frühling,0,26,23.8,133.3,11.86,49.8531,21.38,235.78,0.0015367929,21.26,18.38,34.57,179.25,100.56,86.45,180.24,154.97,291.38
5,201706,2017,6,Sommer,201503,2015,3,Frühling,0,27,23.8,133.3,11.71,49.2046,20.58,222.73,0.0015659859,20.46,18.34,35.62,174.76,100.59,89.62,175.79,156.62,304.25
5,201707,2017,7,Sommer,201503,2015,3,Frühling,0,28,23.8,133.3,11.6,48.7279,19.96,220.9,0.0015311148,19.94,18.21,36.59,171.92,100.12,91.35,172.13,157.04,315.51
5,201708,2017,8,Sommer,201503,2015,3,Frühling,0,29,23.8,133.3,11.38,47.841,18.7,211.6,0.0014976624,18.96,16.63,26.22,166.52,98.65,87.74,164.27,146.1,230.33
6,201504,2015,4,Frühling,201504,2015,4,Frühling,1,0,25.32,138.33,25.32,100.0,24.79,116.9,0.0035943028,23.8,22.29,19.48,93.99,104.17,93.64,97.91,88.02,76.92
6,201505,2015,5,Frühling,201504,2015,4,Frühling,0,1,25.32,138.33,15.47,61.0761,21.51,129.83,0.0028078766,23.66,19.72,15.68,152.98,90.92,83.35,139.09,127.51,101.35
6,201506,2015,6,Sommer,201504,2015,4,Frühling,0,2,25.32,138.33,14.21,56.1175,20.39,131.75,0.002622016,22.06,19.02,20.55,155.24,92.4,86.19,143.45,133.81,144.63
6,201507,2015,7,Sommer,201504,2015,4,Frühling,0,3,25.32,138.33,13.72,54.1643,20.25,141.43,0.0024265263,21.43,19.05,18.26,156.22,94.51,88.91,147.64,138.9,133.13
6,201508,2015,8,Sommer,201504,2015,4,Frühling,0,4,25.32,138.33,13.0,51.3412,17.95,132.63,0.0022929756,19.92,17.18,14.34,153.23,90.08,86.24,138.03,132.15,110.32
6,201509,2015,9,Herbst,201504,2015,4,Frühling,0,5,25.32,138.33,12.86,50.7735,17.1,127.05,0.0022806338,19.38,15.47,13.58,150.73,88.23,79.82,132.99,120.31,105.58
6,201510,2015,10,Herbst,201504,2015,4,Frühling,0,6,25.32,138.33,12.42,49.0338,17.71,140.6,0.0021338274,19.23,15.43,15.06,154.83,92.09,80.25,142.59,124.25,121.29
6,201511,2015,11,Herbst,201504,2015,4,Frühling,0,7,25.32,138.33,11.71,46.2524,17.26,136.74,0.0021385154,18.11,14.47,15.17,154.61,95.29,79.91,147.33,123.54,129.54
6,201512,2015,12,Winter,201504,2015,4,Frühling,0,8,25.32,138.33,11.74,46.367,19.76,167.2,0.0020025385,17.66,15.24,17.59,150.39,111.89,86.29,168.28,129.77,149.83
6,201601,2016,1,Winter,201504,2015,4,Frühling,0,9,25.32,138.33,11.79,46.5441,17.7,151.1,0.0019852804,17.85,14.48,17.22,151.42,99.19,81.11,150.19,122.82,146.1
6,201602,2016,2,Winter,201504,2015,4,Frühling,0,10,25.32,138.33,11.74,46.3462,17.61,138.42,0.0021562073,18.07,14.1,24.33,153.94,97.48,78.03,150.06,120.12,207.26
6,201603,2016,3,Frühling,201504,2015,4,Frühling,0,11,25.32,138.33,12.04,47.5285,19.48,171.54,0.0019238339,20.0,15.65,21.82,166.15,97.39,78.25,161.81,130.0,181.27
6,201604,2016,4,Frühling,201504,2015,4,Frühling,0,12,25.32,138.33,12.05,47.5702,20.25,172.53,0.0019886605,20.2,16.22,28.69,167.69,100.23,80.32,168.07,134.68,238.17
6,201605,2016,5,Frühling,201504,2015,4,Frühling,0,13,25.32,138.33,11.98,47.315,20.43,183.72,0.0018841622,21.18,16.96,26.93,176.78,96.44,80.08,170.49,141.57,224.72
6,201606,2016,6,Sommer,201504,2015,4,Frühling,0,14,25.32,138.33,12.26,48.4296,20.8,182.3,0.0019337509,21.49,17.65,33.21,175.21,96.81,82.12,169.62,143.89,270.81
6,201607,2016,7,Sommer,201504,2015,4,Frühling,0,15,25.32,138.33,12.21,48.2108,20.45,191.25,0.0018122941,21.23,18.23,30.08,173.93,96.32,85.87,167.53,149.35,246.34
6,201608,2016,8,Sommer,201504,2015,4,Frühling,0,16,25.32,138.33,11.84,46.7629,18.73,174.95,0.0018142438,19.82,16.7,29.98,167.37,94.5,84.27,158.16,141.05,253.17
6,201609,2016,9,Herbst,201504,2015,4,Frühling,0,17,25.32,138.33,11.71,46.2576,18.49,168.55,0.0018588576,20.49,16.42,38.15,174.92,90.23,80.14,157.83,140.18,325.69
6,201610,2016,10,Herbst,201504,2015,4,Frühling,0,18,25.32,138.33,12.55,49.539,20.57,197.33,0.0017668227,22.05,18.12,47.42,175.76,93.31,82.19,164.0,144.46,377.99
6,201611,2016,11,Herbst,201504,2015,4,Frühling,0,19,25.32,138.33,12.84,50.6953,20.28,193.64,0.001775113,21.35,17.26,78.52,166.34,94.99,80.82,158.0,134.44,611.59
6,201612,2016,12,Winter,201504,2015,4,Frühling,0,20,25.32,138.33,13.28,52.4402,23.83,237.22,0.0017021821,22.04,18.86,67.15,165.97,108.11,85.56,179.43,142.01,505.63
6,201701,2017,1,Winter,201504,2015,4,Frühling,0,21,25.32,138.33,12.56,49.5807,20.03,202.51,0.0016757389,19.84,16.49,37.23,158.0,100.95,83.12,159.5,131.32,296.5
6,201702,2017,2,Winter,201504,2015,4,Frühling,0,22,25.32,138.33,12.96,51.1745,20.9,194.83,0.0018176118,21.03,17.63,61.42,162.24,99.39,83.86,161.26,136.06,473.91
6,201703,2017,3,Frühling,201504,2015,4,Frühling,0,23,25.32,138.33,13.52,53.3934,24.61,245.71,0.0016969495,24.69,20.31,70.39,182.59,99.66,82.25,181.98,150.18,520.55
6,201704,2017,4,Frühling,201504,2015,4,Frühling,0,24,25.32,138.33,12.96,51.1902,21.5,210.78,0.0017281955,21.84,17.97,52.06,168.46,98.44,82.27,165.83,138.59,401.63
6,201705,2017,5,Frühling,201504,2015,4,Frühling,0,25,25.32,138.33,12.6,49.7734,23.24,235.78,0.0016701616,23.47,19.69,37.57,186.23,99.0,83.9,184.37,156.23,298.05
6,201706,2017,6,Sommer,201504,2015,4,Frühling,0,26,25.32,138.33,12.72,50.2422,22.74,222.73,0.0017301606,22.64,20.0,39.98,177.95,100.44,88.35,178.73,157.22,314.26
6,201707,2017,7,Sommer,201504,2015,4,Frühling,0,27,25.32,138.33,12.32,48.6536,21.48,220.9,0.001647383,21.96,19.39,39.63,178.25,97.78,88.29,174.3,157.37,321.6
6,201708,2017,8,Sommer,201504,2015,4,Frühling,0,28,25.32,138.33,12.1,47.7889,20.36,211.6,0.0016307788,20.88,17.99,29.19,172.57,97.5,86.15,168.26,148.68,241.21
7,201505,2015,5,Frühling,201505,2015,5,Frühling,1,0,23.33,142.97,23.33,100.0,22.96,129.83,0.0029962127,23.62,20.69,28.8,101.26,97.19,87.61,98.42,88.72,123.49
7,201506,2015,6,Sommer,201505,2015,5,Frühling,0,1,23.33,142.97,15.04,64.4877,21.78,131.75,0.0028014832,25.05,20.5,24.33,166.54,86.95,81.85,144.8,136.32,161.76
7,201507,2015,7,Sommer,201505,2015,5,Frühling,0,2,23.33,142.97,13.83,59.2965,20.92,141.43,0.0025060887,22.86,19.73,19.98,165.29,91.49,86.31,151.22,142.66,144.46
7,201508,2015,8,Sommer,201505,2015,5,Frühling,0,3,23.33,142.97,12.97,55.6209,18.33,132.63,0.0023424945,21.1,17.67,15.64,162.65,86.88,83.75,141.31,136.22,120.53
7,201509,2015,9,Herbst,201505,2015,5,Frühling,0,4,23.33,142.97,12.85,55.0893,17.29,127.05,0.0023066697,20.1,15.77,13.0,156.39,86.06,78.49,134.59,122.74,101.19
7,201510,2015,10,Herbst,201505,2015,5,Frühling,0,5,23.33,142.97,12.26,52.5616,17.74,140.6,0.0021376229,19.54,15.6,14.81,159.36,90.78,79.87,144.67,127.27,120.76
7,201511,2015,11,Herbst,201505,2015,5,Frühling,0,6,23.33,142.97,11.47,49.1631,16.98,136.74,0.002104082,18.01,14.31,15.58,157.07,94.26,79.46,148.06,124.81,135.88
7,201512,2015,12,Winter,201505,2015,5,Frühling,0,7,23.33,142.97,11.35,48.6372,18.57,167.2,0.0018822684,17.1,14.43,16.61,150.77,108.58,84.35,163.71,127.18,146.39
7,201601,2016,1,Winter,201505,2015,5,Frühling,0,8,23.33,142.97,11.29,48.3827,17.44,151.1,0.0019562089,17.46,14.23,17.05,154.68,99.92,81.51,154.56,126.08,151.07
7,201602,2016,2,Winter,201505,2015,5,Frühling,0,9,23.33,142.97,11.13,47.7268,16.94,138.42,0.0020736399,17.46,13.67,21.41,156.82,97.02,78.29,152.15,122.77,192.29
7,201603,2016,3,Frühling,201505,2015,5,Frühling,0,10,23.33,142.97,11.46,49.1292,18.64,171.54,0.0018414762,19.36,14.87,20.07,168.94,96.29,76.8,162.67,129.75,175.17
7,201604,2016,4,Frühling,201505,2015,5,Frühling,0,11,23.33,142.97,11.23,48.1509,19.34,172.53,0.0018994998,19.39,15.4,25.59,172.61,99.76,79.45,172.19,137.13,227.86
7,201605,2016,5,Frühling,201505,2015,5,Frühling,0,12,23.33,142.97,11.4,48.8747,19.95,183.72,0.0018398324,20.63,16.53,26.74,180.97,96.68,80.11,174.97,144.97,234.54
7,201606,2016,6,Sommer,201505,2015,5,Frühling,0,13,23.33,142.97,11.62,49.8021,19.51,182.3,0.001813542,20.74,16.67,31.94,178.5,94.09,80.41,167.95,143.53,274.91
7,201607,2016,7,Sommer,201505,2015,5,Frühling,0,14,23.33,142.97,11.46,49.1292,19.31,191.25,0.0017108307,20.27,17.16,27.45,176.92,95.24,84.62,168.49,149.71,239.54
7,201608,2016,8,Sommer,201505,2015,5,Frühling,0,15,23.33,142.97,11.01,47.1839,17.06,174.95,0.0016528067,18.5,15.22,26.47,168.11,92.23,82.25,155.04,138.27,240.5
7,201609,2016,9,Herbst,201505,2015,5,Frühling,0,16,23.33,142.97,10.87,46.6128,16.96,168.55,0.001704888,19.24,15.22,34.71,176.93,88.15,79.14,155.97,140.02,319.21
7,201610,2016,10,Herbst,201505,2015,5,Frühling,0,17,23.33,142.97,11.66,50.0,18.96,197.33,0.001628117,20.59,16.87,42.05,176.51,92.1,81.93,162.56,144.62,360.52
7,201611,2016,11,Herbst,201505,2015,5,Frühling,0,18,23.33,142.97,11.93,51.1423,19.31,193.64,0.0016901924,20.35,16.4,71.52,170.57,94.92,80.6,161.9,137.48,599.5
7,201612,2016,12,Winter,201505,2015,5,Frühling,0,19,23.33,142.97,12.14,52.0357,21.64,237.22,0.0015459711,20.28,17.22,59.13,167.05,106.74,84.93,178.3,141.87,487.13
7,201701,2017,1,Winter,201505,2015,5,Frühling,0,20,23.33,142.97,11.51,49.3497,18.38,202.51,0.0015377972,18.1,15.1,32.54,157.27,101.51,83.43,159.65,131.21,282.7
7,201702,2017,2,Winter,201505,2015,5,Frühling,0,21,23.33,142.97,11.83,50.6955,19.08,194.83,0.001659724,19.34,16.1,53.26,163.55,98.67,83.27,161.38,136.19,450.39
7,201703,2017,3,Frühling,201505,2015,5,Frühling,0,22,23.33,142.97,12.35,52.9405,22.19,245.71,0.0015300271,22.52,18.35,60.58,182.35,98.52,81.51,179.66,148.63,490.57
7,201704,2017,4,Frühling,201505,2015,5,Frühling,0,23,23.33,142.97,11.82,50.6786,19.8,210.78,0.0015914565,20.33,16.52,47.22,172.0,97.36,81.27,167.46,139.78,399.46
7,201705,2017,5,Frühling,201505,2015,5,Frühling,0,24,23.33,142.97,11.9,50.9952,21.74,235.78,0.0015623944,22.12,18.45,34.3,185.94,98.29,83.42,182.76,155.11,288.32
7,201706,2017,6,Sommer,201505,2015,5,Frühling,0,25,23.33,142.97,11.75,50.3563,20.59,222.73,0.0015665138,21.09,18.14,34.74,179.54,97.63,86.01,175.29,154.42,295.8
7,201707,2017,7,Sommer,201505,2015,5,Frühling,0,26,23.33,142.97,11.39,48.8125,19.7,220.9,0.0015114891,20.28,17.91,35.79,178.14,97.15,88.29,173.05,157.28,314.36
7,201708,2017,8,Sommer,201505,2015,5,Frühling,0,27,23.33,142.97,11.11,47.6306,18.75,211.6,0.0015017824,19.38,16.54,26.03,174.45,96.75,85.35,168.79,148.9,234.27
8,201506,2015,6,Sommer,201506,2015,6,Sommer,1,0,23.11,147.57,23.11,100.0,24.35,131.75,0.0031323846,25.65,22.48,29.9,111.0,94.96,87.66,105.41,97.3,129.4
8,201507,2015,7,Sommer,201506,2015,6,Sommer,0,1,23.11,147.57,14.82,64.1263,22.35,141.43,0.0026776528,25.47,21.41,21.99,171.93,87.73,84.05,150.83,144.51,148.42
8,201508,2015,8,Sommer,201506,2015,6,Sommer,0,2,23.11,147.57,13.41,58.0236,18.78,132.63,0.002399678,22.37,18.3,16.61,166.86,83.96,81.79,140.09,136.49,123.87
8,201509,2015,9,Herbst,201506,2015,6,Sommer,0,3,23.11,147.57,12.82,55.4775,16.69,127.05,0.0022264129,20.03,15.26,13.78,156.26,83.34,76.19,130.23,119.07,107.53
8,201510,2015,10,Herbst,201506,2015,6,Sommer,0,4,23.11,147.57,11.91,51.5442,16.89,140.6,0.0020354544,19.06,14.85,14.4,160.02,88.62,77.9,141.81,124.66,120.9
8,201511,2015,11,Herbst,201506,2015,6,Sommer,0,5,23.11,147.57,10.95,47.3883,16.09,136.74,0.0019944439,17.61,13.68,14.03,160.86,91.38,77.68,146.99,124.96,128.18
8,201512,2015,12,Winter,201506,2015,6,Sommer,0,6,23.11,147.57,11.06,47.8678,18.2,167.2,0.0018440753,16.98,14.15,16.49,153.51,107.17,83.32,164.52,127.9,149.07
8,201601,2016,1,Winter,201506,2015,6,Sommer,0,7,23.11,147.57,10.68,46.2008,16.16,151.1,0.0018120613,16.82,13.23,15.72,157.58,96.06,78.63,151.37,123.9,147.23
8,201602,2016,2,Winter,201506,2015,6,Sommer,0,8,23.11,147.57,10.85,46.9487,16.24,138.42,0.0019882503,17.11,13.08,21.83,157.72,94.92,76.47,149.72,120.61,201.23
8,201603,2016,3,Frühling,201506,2015,6,Sommer,0,9,23.11,147.57,11.01,47.6623,17.94,171.54,0.0017716641,19.01,14.39,19.97,172.61,94.35,75.72,162.86,130.7,181.36
8,201604,2016,4,Frühling,201506,2015,6,Sommer,0,10,23.11,147.57,10.81,46.7945,18.0,172.53,0.0017679453,18.76,14.44,26.26,173.48,95.96,76.97,166.48,133.53,242.85
8,201605,2016,5,Frühling,201506,2015,6,Sommer,0,11,23.11,147.57,10.82,46.8231,18.77,183.72,0.001730939,19.91,15.67,24.74,184.04,94.25,78.68,173.46,144.81,228.65
8,201606,2016,6,Sommer,201506,2015,6,Sommer,0,12,23.11,147.57,11.39,49.2836,19.56,182.3,0.0018184223,20.91,16.89,32.4,183.63,93.55,80.79,171.79,148.36,284.5
8,201607,2016,7,Sommer,201506,2015,6,Sommer,0,13,23.11,147.57,11.26,48.7469,19.53,191.25,0.0017305193,20.75,17.57,28.98,184.24,94.12,84.67,173.4,155.99,257.29
8,201608,2016,8,Sommer,201506,2015,6,Sommer,0,14,23.11,147.57,10.94,47.3312,17.3,174.95,0.0016761718,18.81,15.57,27.33,172.04,91.98,82.76,158.24,142.38,249.88
8,201609,2016,9,Herbst,201506,2015,6,Sommer,0,15,23.11,147.57,10.8,46.726,16.79,168.55,0.0016875454,19.17,15.12,35.44,177.56,87.56,78.85,155.47,140.01,328.22
8,201610,2016,10,Herbst,201506,2015,6,Sommer,0,16,23.11,147.57,11.23,48.6099,18.24,197.33,0.0015661802,20.05,16.23,41.69,178.47,90.99,80.99,162.38,144.54,371.15
8,201611,2016,11,Herbst,201506,2015,6,Sommer,0,17,23.11,147.57,11.49,49.746,18.19,193.64,0.0015921279,19.61,15.59,69.92,170.65,92.76,79.47,158.29,135.62,608.29
8,201612,2016,12,Winter,201506,2015,6,Sommer,0,18,23.11,147.57,11.83,51.1846,20.96,237.22,0.0014972925,19.96,16.84,61.11,168.79,105.0,84.38,177.23,142.41,516.72
8,201701,2017,1,Winter,201506,2015,6,Sommer,0,19,23.11,147.57,11.06,47.8621,17.75,202.51,0.0014855202,17.47,14.66,32.48,157.97,101.62,83.9,160.53,132.53,293.7
8,201702,2017,2,Winter,201506,2015,6,Sommer,0,20,23.11,147.57,11.38,49.2607,18.11,194.83,0.0015749135,18.56,15.41,52.03,163.05,97.57,83.04,159.09,135.39,457.08
8,201703,2017,3,Frühling,201506,2015,6,Sommer,0,21,23.11,147.57,11.9,51.4871,21.34,245.71,0.0014715974,21.71,17.7,59.96,182.48,98.3,81.53,179.37,148.78,504.02
8,201704,2017,4,Frühling,201506,2015,6,Sommer,0,22,23.11,147.57,11.45,49.5633,19.21,210.78,0.0015440949,19.81,16.28,46.55,172.94,96.98,82.21,167.72,142.18,406.48
8,201705,2017,5,Frühling,201506,2015,6,Sommer,0,23,23.11,147.57,11.32,48.9753,20.45,235.78,0.00146974,21.16,17.51,32.33,187.0,96.64,82.73,180.72,154.71,285.69
8,201706,2017,6,Sommer,201506,2015,6,Sommer,0,24,23.11,147.57,11.39,49.2836,20.18,222.73,0.0015356355,20.78,18.05,34.95,182.49,97.13,86.84,177.25,158.47,306.91
8,201707,2017,7,Sommer,201506,2015,6,Sommer,0,25,23.11,147.57,11.04,47.7993,19.37,220.9,0.0014861434,20.29,17.73,36.01,183.7,95.49,87.39,175.41,160.53,326.01
8,201708,2017,8,Sommer,201506,2015,6,Sommer,0,26,23.11,147.57,10.91,47.2284,18.76,211.6,0.0015023014,19.4,16.67,25.69,177.8,96.69,85.94,171.91,152.8,235.4
9,201507,2015,7,Sommer,201507,2015,7,Sommer,1,0,23.65,152.27,23.65,100.0,25.34,141.43,0.0030364403,25.7,23.52,21.79,108.66,98.6,91.52,107.14,99.45,92.14
9,201508,2015,8,Sommer,201507,2015,7,Sommer,0,1,23.65,152.27,15.02,63.5177,21.56,132.63,0.0027545634,25.7,21.04,17.77,171.07,83.88,81.87,143.5,140.06,118.26
9,201509,2015,9,Herbst,201507,2015,7,Sommer,0,2,23.65,152.27,13.46,56.9094,18.06,127.05,0.0024087607,21.42,16.61,13.92,159.16,84.3,77.53,134.17,123.4,103.38
9,201510,2015,10,Herbst,201507,2015,7,Sommer,0,3,23.65,152.27,12.48,52.7549,17.53,140.6,0.002113025,20.0,15.41,13.55,160.3,87.65,77.05,140.51,123.52,108.58
9,201511,2015,11,Herbst,201507,2015,7,Sommer,0,4,23.65,152.27,11.4,48.1764,16.81,136.74,0.0020833344,18.29,14.28,13.82,160.54,91.9,78.07,147.53,125.33,121.25
9,201512,2015,12,Winter,201507,2015,7,Sommer,0,5,23.65,152.27,11.26,47.5965,18.6,167.2,0.0018851202,17.46,14.46,15.96,155.08,106.54,82.81,165.22,128.42,141.72
9,201601,2016,1,Winter,201507,2015,7,Sommer,0,6,23.65,152.27,11.0,46.5035,16.78,151.1,0.0018815078,17.29,13.8,15.24,157.15,97.06,79.84,152.53,125.46,138.51
9,201602,2016,2,Winter,201507,2015,7,Sommer,0,7,23.65,152.27,10.93,46.2079,16.4,138.42,0.0020074748,17.21,13.31,21.48,157.46,95.29,77.31,150.03,121.74,196.49
9,201603,2016,3,Frühling,201507,2015,7,Sommer,0,8,23.65,152.27,10.95,46.3139,18.1,171.54,0.0017881509,18.99,14.67,19.2,173.32,95.34,77.29,165.25,133.96,175.29
9,201604,2016,4,Frühling,201507,2015,7,Sommer,0,9,23.65,152.27,10.89,46.0518,18.2,172.53,0.0017871654,18.81,14.68,24.67,172.66,96.75,78.08,167.05,134.82,226.46
9,201605,2016,5,Frühling,201507,2015,7,Sommer,0,10,23.65,152.27,10.71,45.271,18.49,183.72,0.0017057988,19.77,15.52,24.51,184.58,93.57,78.5,172.71,144.9,228.94
9,201606,2016,6,Sommer,201507,2015,7,Sommer,0,11,23.65,152.27,11.17,47.2117,19.03,182.3,0.0017686385,20.36,16.39,31.1,182.3,93.47,80.54,170.39,146.82,278.52
9,201607,2016,7,Sommer,201507,2015,7,Sommer,0,12,23.65,152.27,11.52,48.6839,20.17,191.25,0.00178741,21.03,18.05,29.93,182.6,95.94,85.84,175.19,156.74,259.95
9,201608,2016,8,Sommer,201507,2015,7,Sommer,0,13,23.65,152.27,11.0,46.4867,17.92,174.95,0.0017360872,19.16,16.09,28.25,174.28,93.53,83.95,163.01,146.32,256.95
9,201609,2016,9,Herbst,201507,2015,7,Sommer,0,14,23.65,152.27,10.58,44.7245,16.62,168.55,0.0016709198,19.01,15.11,34.44,179.67,87.44,79.5,157.11,142.85,325.52
9,201610,2016,10,Herbst,201507,2015,7,Sommer,0,15,23.65,152.27,11.29,47.7359,18.4,197.33,0.0015799976,20.18,16.42,42.44,178.71,91.19,81.35,162.96,145.38,375.86
9,201611,2016,11,Herbst,201507,2015,7,Sommer,0,16,23.65,152.27,11.34,47.959,18.25,193.64,0.001597189,19.59,15.67,69.56,172.67,93.18,79.98,160.89,138.11,613.21
9,201612,2016,12,Winter,201507,2015,7,Sommer,0,17,23.65,152.27,11.85,50.1171,21.49,237.22,0.0015348873,20.3,17.17,59.31,171.21,105.87,84.59,181.26,144.83,500.3
9,201701,2017,1,Winter,201507,2015,7,Sommer,0,18,23.65,152.27,11.04,46.6596,18.08,202.51,0.0015130024,17.89,14.94,31.66,162.14,101.05,83.5,163.83,135.38,286.87
9,201702,2017,2,Winter,201507,2015,7,Sommer,0,19,23.65,152.27,11.3,47.7917,18.53,194.83,0.0016112256,18.83,15.74,52.73,166.58,98.38,83.57,163.88,139.2,466.47
9,201703,2017,3,Frühling,201507,2015,7,Sommer,0,20,23.65,152.27,11.85,50.106,21.52,245.71,0.001484218,21.94,17.93,59.86,185.13,98.09,81.72,181.59,151.28,505.04
9,201704,2017,4,Frühling,201507,2015,7,Sommer,0,21,23.65,152.27,11.38,48.0984,18.99,210.78,0.001526767,19.72,16.06,45.23,173.31,96.32,81.47,166.93,141.19,397.6
9,201705,2017,5,Frühling,201507,2015,7,Sommer,0,22,23.65,152.27,11.19,47.2953,20.66,235.78,0.0014849743,21.37,17.65,32.66,191.0,96.7,82.6,184.7,157.76,291.94
9,201706,2017,6,Sommer,201507,2015,7,Sommer,0,23,23.65,152.27,11.33,47.8809,20.65,222.73,0.001571092,21.1,18.35,35.39,186.28,97.88,86.97,182.34,162.02,312.48
9,201707,2017,7,Sommer,201507,2015,7,Sommer,0,24,23.65,152.27,11.39,48.1653,20.26,220.9,0.0015540631,21.01,18.52,37.07,184.39,96.44,88.15,177.82,162.53,325.41
9,201708,2017,8,Sommer,201507,2015,7,Sommer,0,25,23.65,152.27,11.12,47.0277,18.71,211.6,0.001498652,19.49,16.68,25.69,175.21,96.02,85.57,168.24,149.93,230.94
10,201508,2015,8,Sommer,201508,2015,8,Sommer,1,0,23.71,156.98,23.71,100.0,22.14,132.63,0.0028290619,24.04,21.07,15.99,101.43,92.09,87.62,93.4,88.88,67.47
10,201509,2015,9,Herbst,201508,2015,8,Sommer,0,1,23.71,156.98,14.15,59.6762,18.06,127.05,0.0024080598,21.83,16.67,12.99,154.3,82.72,76.37,127.63,117.83,91.83
10,201510,2015,10,Herbst,201508,2015,8,Sommer,0,2,23.71,156.98,12.77,53.8616,17.19,140.6,0.0020721796,19.7,15.31,12.64,154.25,87.3,77.74,134.66,119.91,99.01
10,201511,2015,11,Herbst,201508,2015,8,Sommer,0,3,23.71,156.98,11.25,47.4516,15.94,136.74,0.001974759,17.63,13.63,13.13,156.73,90.39,77.28,141.66,121.13,116.68
10,201512,2015,12,Winter,201508,2015,8,Sommer,0,4,23.71,156.98,11.14,47.0009,17.81,167.2,0.0018047871,16.61,13.9,14.25,149.12,107.19,83.65,159.83,124.74,127.87
10,201601,2016,1,Winter,201508,2015,8,Sommer,0,5,23.71,156.98,10.7,45.1536,15.71,151.1,0.0017614396,16.26,12.98,13.84,151.9,96.6,79.83,146.74,121.27,129.34
10,201602,2016,2,Winter,201508,2015,8,Sommer,0,6,23.71,156.98,10.63,44.8531,15.42,138.42,0.0018878193,16.43,12.58,19.92,154.53,93.85,76.58,145.03,118.34,187.39
10,201603,2016,3,Frühling,201508,2015,8,Sommer,0,7,23.71,156.98,10.7,45.1202,16.89,171.54,0.0016684014,17.96,13.68,17.62,167.88,94.06,76.17,157.91,127.87,164.69
10,201604,2016,4,Frühling,201508,2015,8,Sommer,0,8,23.71,156.98,10.63,44.8308,17.14,172.53,0.0016830089,17.82,13.89,22.71,167.71,96.14,77.95,161.24,130.73,213.69
10,201605,2016,5,Frühling,201508,2015,8,Sommer,0,9,23.71,156.98,10.49,44.2633,17.58,183.72,0.0016213146,18.86,14.87,22.04,179.73,93.21,78.84,167.52,141.7,210.08
